Username,ProfileLink,DisplayName,Races,Points,Title,Team
ashwat255,https://www.nitromath.com/racer/ashwat255,Tarifatician,3191,152477,Operation: Typing,TR1
promystie,https://www.nitromath.com/racer/promystie,mys-20k,1728,81664,Top Tier,TR1
t4l4n06,https://www.nitromath.com/racer/t4l4n06,TM4C Inna GTR,3392,65529,Never Exhausted,NMGDS
ibotalotofraces1,https://www.nitromath.com/racer/ibotalotofraces1,Mr_Benz,8398,40954,Insert Title Here,IMT
ultra_legend_1234,https://www.nitromath.com/racer/ultra_legend_1234,Cursed Embers,1072,37580,League Champion,X3
yellowtyper0to100m,https://www.nitromath.com/racer/yellowtyper0to100m,Internet,1897,30736,Nitro Rich,IMT
cosmicallyr2,https://www.nitromath.com/racer/cosmicallyr2,Eclipta De Cosmic IX,575,21671,Nitro Booster,IMT
callsignbookworm,https://www.nitromath.com/racer/callsignbookworm,TiredOfCalculusBkwrm,630,18830,Operation: Typing,X3
typingteachsz,https://www.nitromath.com/racer/typingteachsz,MRTYPINGTEACHER ,710,17238,Tilted Typist,DVM
d2zzzzzz,https://www.nitromath.com/racer/d2zzzzzz,emerald chah holder,455,14977,Boo!,X3
250fish,https://www.nitromath.com/racer/250fish,250fish,499,14264,League Champion,NMGDS
9b97df21bf9a4b8ba3c229233ca88ce6,https://www.nitromath.com/racer/9b97df21bf9a4b8ba3c229233ca88ce6,Wild Jagd,414,13313,Nitro Rich,ML
ntyperoftheyear,https://www.nitromath.com/racer/ntyperoftheyear,-Arentyx- YOUTUBE,433,13233,Battle Beast,IMT
dodge_hornet_2024,https://www.nitromath.com/racer/dodge_hornet_2024,VIP Dodge Hornet,330,12334,Sea Student,OT
zezede,https://www.nitromath.com/racer/zezede,zephster,260,12313,Square Deal Speedster,NMGDS
pwneedsqueen,https://www.nitromath.com/racer/pwneedsqueen,all night no sleep,2935,11575,Never Exhausted,WL
huracan2012,https://www.nitromath.com/racer/huracan2012,Huracan,359,11562,Extracurricular!,NMGDS
cherry149,https://www.nitromath.com/racer/cherry149,Typing_Cat_NM,418,11326,Tilted Typist,PIGGY
adudemanbro,https://www.nitromath.com/racer/adudemanbro,Oreo :D,393,9912,Sp3llchekcer,OT
349fd47673c8b4e86cb30cc105fba01f,https://www.nitromath.com/racer/349fd47673c8b4e86cb30cc105fba01f,Crashout Alex,439,9191,Champion Chaser,IMT
davidh314,https://www.nitromath.com/racer/davidh314,Usain Bolt,362,9092,Nitro Dog,SHIP
guest13414,https://www.nitromath.com/racer/guest13414,Von Wasnt Here,272,9011,Millionaire,X3
doggoiqnt,https://www.nitromath.com/racer/doggoiqnt,DoggoIQ,236,8982,Operation: Typing,PNKYPI
charis_thomas,https://www.nitromath.com/racer/charis_thomas,CRXSHOUT_V3N0M,260,8335,Shattered,WL
oxx_err0r,https://www.nitromath.com/racer/oxx_err0r,oxxerr0r,231,7936,League Champion,DM8TE
gavincouch23,https://www.nitromath.com/racer/gavincouch23,864Gavin-YT,275,7182,2024 Grad,NMGDS
d7ebd81a102778a7bb3ea7321f8ac6ff,https://www.nitromath.com/racer/d7ebd81a102778a7bb3ea7321f8ac6ff,Legend-4k,876,6818,WPM Wonderkid,NITR0
43ef88f146eec99bc2c1bd9e4e63d4be,https://www.nitromath.com/racer/43ef88f146eec99bc2c1bd9e4e63d4be,Dimond rich,244,6234,Tilted Typist,COBRAS
chatterbox_cam,https://www.nitromath.com/racer/chatterbox_cam,Chatterbox Cam,224,5904,Let's Gooooo!,DKC
makeoffier,https://www.nitromath.com/racer/makeoffier,-Mr_Ash-19k,286,5874,League Champion,DVM
david123bad,https://www.nitromath.com/racer/david123bad,join P1RE now,1617,5689,Champion Chaser,IMT
will_i_am12,https://www.nitromath.com/racer/will_i_am12,-WHardy-,254,5645,Nitro Rich,SHIP
kkthegreat12,https://www.nitromath.com/racer/kkthegreat12,Jesus is Epic,172,5534,Crazy About Typing,LORD
keeganfromcamp,https://www.nitromath.com/racer/keeganfromcamp,SolarTypistYT,233,5356,Keyboard Cat,DVM
aaf5c0fd1e5a8432156c1a679a042074,https://www.nitromath.com/racer/aaf5c0fd1e5a8432156c1a679a042074,panchitojamesishere,237,5335,Nitro Pup,CRAZZZ
lookuptosee,https://www.nitromath.com/racer/lookuptosee,How Great is God,284,5271,Dragon Tamer,CC
bessyann81,https://www.nitromath.com/racer/bessyann81,CozyIndigoCheetah,258,5269,Olde School,FUS3
gordo90,https://www.nitromath.com/racer/gordo90,gordo90,186,4998,Millionaire,TOSONT
ucrow2,https://www.nitromath.com/racer/ucrow2,Callsign-BookwormAlt,170,4956,404 Not Found,HGWRTS
aaron23472,https://www.nitromath.com/racer/aaron23472,aaron23472,196,4929,Nitro Dog,NFL881
tyo90,https://www.nitromath.com/racer/tyo90,✨superjoelzy✨,141,4864,League Champion,JSTW
6edc7a0d1ad4a02520243f7e94c65643,https://www.nitromath.com/racer/6edc7a0d1ad4a02520243f7e94c65643,_-_ L I A M _-_,187,4647,"Yeah, Buoy!",IMT
552c1d98cc0d6544eebdac5cb322e275,https://www.nitromath.com/racer/552c1d98cc0d6544eebdac5cb322e275,- JJ on NT -,180,4503,Never Exhausted,X3
princewarrior606,https://www.nitromath.com/racer/princewarrior606,PW                                                ,1408,4482,Tilted Typist,WL
d1srupti0n2,https://www.nitromath.com/racer/d1srupti0n2,disrupt,109,4417,Huge Baller,ETH
monkeyface1212,https://www.nitromath.com/racer/monkeyface1212,friendof jesus,145,4332,Where's the remote?,WINNR
31ad00a08c36794a6016fe2c186a64de,https://www.nitromath.com/racer/31ad00a08c36794a6016fe2c186a64de,Potato Man,155,4326,League Champion,CF02
diegaso,https://www.nitromath.com/racer/diegaso,diegaso,199,4301,The ATM Machine,4MATH
isaacfirstplace,https://www.nitromath.com/racer/isaacfirstplace,VIKING KING,119,4275,Nitro Dog,SHIP
